,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
3740,,,,,保守党,3,,
3741,,,,,国産品,3,,
3742,,,,,遺伝子組換え,3,,
3743,,,,,不満,3,,
3744,,,,,自殺,3,,
3745,,,,,クリア,3,,
3746,,,,,予算案,3,,
3747,,,,,災害復旧,3,,
3748,,,,,労働局,3,,
3749,,,,,裁量労働制,3,,
3750,,,,,労務管理,3,,
3751,,,,,サウジアラビア,3,,
3752,,,,,出入国管理,3,,
3753,,,,,省内,3,,
3754,,,,,過ち,3,,
3755,,,,,国交,3,,
3756,,,,,第二次安倍内閣,3,,
3757,,,,,構成要件,3,,
3758,,,,,負荷,3,,
3759,,,,,飛行機,3,,
3760,,,,,有罪,3,,
3761,,,,,第三位,3,,
3762,,,,,真正面,3,,
3763,,,,,あなたと,3,,
3764,,,,,有償,3,,
3765,,,,,借款,3,,
3766,,,,,基調,3,,
3767,,,,,逆転,3,,
3768,,,,,一時的,3,,
3769,,,,,タフ,3,,
3770,,,,,勉強,3,,
3771,,,,,不幸,3,,
3772,,,,,米軍機,3,,
3773,,,,,敵基地攻撃能力,3,,
3774,,,,,弾頭,3,,
3775,,,,,文科省,3,,
3776,,,,,特別法,3,,
3777,,,,,貸し付け,3,,
3778,,,,,トレンド,3,,
3779,,,,,生物,3,,
3780,,,,,刑事訴訟法,3,,
3781,,,,,種類,3,,
3782,,,,,イタリア,3,,
3783,,,,,委任,3,,
3784,,,,,コミュニケ,3,,
3785,,,,,JR貨物,3,,
3786,,,,,共謀,3,,
3787,,,,,犯罪集団,3,,
3788,,,,,犯罪組織,3,,
3789,,,,,手前,3,,
3790,,,,,KEDO,3,,
3791,,,,,内部,3,,
3792,,,,,認知症,3,,
3793,,,,,学習,3,,
3794,,,,,今村,3,,
3795,,,,,嫌疑,3,,
3796,,,,,捜査機関,3,,
3797,,,,,金田勝年,3,,
3798,,,,,刑事法,3,,
3799,,,,,落下,3,,
3800,,,,,慫慂,3,,
3801,,,,,後継者,3,,
3802,,,,,梶山,3,,
3803,,,,,京産大,3,,
3804,,,,,獣医学部,3,,
3805,,,,,福田政権,3,,
3806,,,,,聴覚障害者,3,,
3807,,,,,招致,3,,
3808,,,,,ウラジオストク,3,,
3809,,,,,制裁決議,3,,
3810,,,,,中央委員,3,,
3811,,,,,特使,3,,
3812,,,,,中央値,3,,
3813,,,,,部署,3,,
3814,,,,,識見,3,,
3815,,,,,公共財,3,,
3816,,,,,生還,3,,
3817,,,,,マクマスター,3,,
3818,,,,,マティス,3,,
3819,,,,,米中,3,,
3820,,,,,インド洋,3,,
3821,,,,,墓参,3,,
3822,,,,,前川,3,,
3823,,,,,次官,3,,
3824,,,,,留守番電話,3,,
3825,,,,,10月26日,3,,
3826,,,,,消印,3,,
3827,,,,,ゼロ回答,3,,
3828,,,,,朝日新聞,3,,
3829,,,,,追及,3,,
3830,,,,,長島,3,,
3831,,,,,偏見,3,,
3832,,,,,津村,3,,
3833,,,,,同期,2,,
3834,,,,,就職,2,,
3835,,,,,社会政策,2,,
3836,,,,,学者,2,,
3837,,,,,女性議員,2,,
3838,,,,,比例,2,,
3839,,,,,乳幼児,2,,
3840,,,,,野田,2,,
3841,,,,,小選挙区,2,,
3842,,,,,東京パラリンピック,2,,
3843,,,,,バリア,2,,
3844,,,,,年末,2,,
3845,,,,,GCC,2,,
3846,,,,,ダボス,2,,
3847,,,,,中南米,2,,
3848,,,,,ヨーロッパ,2,,
3849,,,,,十一,2,,
3850,,,,,いつまでも,2,,
3851,,,,,主役,2,,
3852,,,,,キャメロン,2,,
3853,,,,,税目,2,,
3854,,,,,スパン,2,,
3855,,,,,国等,2,,
3856,,,,,類型,2,,
3857,,,,,本土,2,,
3858,,,,,紛れ,2,,
3859,,,,,独立公文書管理監,2,,
3860,,,,,解像度,2,,
3861,,,,,なのか,2,,
3862,,,,,地理的,2,,
3863,,,,,司令部,2,,
3864,,,,,陸上部隊,2,,
3865,,,,,区域,2,,
3866,,,,,牧港補給地区,2,,
3867,,,,,日米交渉,2,,
3868,,,,,売り上げ,2,,
3869,,,,,落ち込み,2,,
3870,,,,,経団連,2,,
3871,,,,,呼応,2,,
3872,,,,,代金,2,,
3873,,,,,大敗,2,,
3874,,,,,前年,2,,
3875,,,,,デマゴーグ,2,,
3876,,,,,換算,2,,
3877,,,,,所得再配分,2,,
3878,,,,,離職,2,,
3879,,,,,運搬,2,,
3880,,,,,破棄,2,,
3881,,,,,定め,2,,
3882,,,,,ブッシュ大統領,2,,
3883,,,,,サードパーティー,2,,
3884,,,,,コピー,2,,
3885,,,,,上陸,2,,
3886,,,,,鎮霊社,2,,
3887,,,,,大橋,2,,
3888,,,,,法務,2,,
3889,,,,,受諾,2,,
3890,,,,,仮出獄,2,,
3891,,,,,靖国参拝,2,,
3892,,,,,高裁,2,,
3893,,,,,着地,2,,
3894,,,,,肝要,2,,
3895,,,,,意識調査,2,,
3896,,,,,失業,2,,
3897,,,,,寡聞,2,,
3898,,,,,小泉元総理,2,,
3899,,,,,政治的,2,,
3900,,,,,家事,2,,
3901,,,,,三者,2,,
3902,,,,,ロードマップ,2,,
3903,,,,,共和国記念日,2,,
3904,,,,,主賓,2,,
3905,,,,,シン首相,2,,
3906,,,,,グローバルパートナーシップ,2,,
3907,,,,,歴訪,2,,
3908,,,,,兵器,2,,
3909,,,,,地球温暖化対策,2,,
3910,,,,,エネルギー効率,2,,
3911,,,,,弾み,2,,
3912,,,,,合宿,2,,
3913,,,,,松田公太,2,,
3914,,,,,美しい国,2,,
3915,,,,,高校生,2,,
3916,,,,,違憲状態,2,,
3917,,,,,議員定数削減,2,,
3918,,,,,議会政治,2,,
3919,,,,,膠着,2,,
3920,,,,,打破,2,,
3921,,,,,アイデンティティー,2,,
3922,,,,,日本の歴史,2,,
3923,,,,,教養,2,,
3924,,,,,女性閣僚,2,,
3925,,,,,多子,2,,
3926,,,,,開業率,2,,
3927,,,,,減価償却,2,,
3928,,,,,二本,2,,
3929,,,,,適時,2,,
3930,,,,,財政法,2,,
3931,,,,,繰越,2,,
3932,,,,,下振れリスク,2,,
3933,,,,,内閣官房副長官,2,,
3934,,,,,検討チーム,2,,
3935,,,,,自覚,2,,
3936,,,,,サッカー,2,,
3937,,,,,法的整理,2,,
3938,,,,,国有化,2,,
3939,,,,,実施主体,2,,
3940,,,,,必死,2,,
3941,,,,,債権,2,,
3942,,,,,同等,2,,
3943,,,,,暫定的,2,,
3944,,,,,増税,2,,
3945,,,,,タスクフォース,2,,
3946,,,,,放送法,2,,
3947,,,,,任命,2,,
3948,,,,,社会的,2,,
3949,,,,,緊迫,2,,
3950,,,,,雇用者報酬,2,,
3951,,,,,地域づくり,2,,
3952,,,,,地方財政,2,,
3953,,,,,法定,2,,
3954,,,,,一般財源,2,,
3955,,,,,地方財政計画,2,,
3956,,,,,線量,2,,
3957,,,,,故郷,2,,
3958,,,,,顕在,2,,
3959,,,,,右傾化,2,,
3960,,,,,恒久平和,2,,
3961,,,,,エネルギー安全保障,2,,
3962,,,,,事故調,2,,
3963,,,,,欠如,2,,
3964,,,,,両院,2,,
3965,,,,,民間団体,2,,
3966,,,,,戸籍法,2,,
3967,,,,,ヒアリング,2,,
3968,,,,,政権与党,2,,
3969,,,,,改訂,2,,
3970,,,,,箇所,2,,
3971,,,,,宿題,2,,
3972,,,,,災害発生,2,,
3973,,,,,大阪府,2,,
3974,,,,,大阪市,2,,
3975,,,,,大都市地域特別区設置法,2,,
3976,,,,,特別区,2,,
3977,,,,,現状認識,2,,
3978,,,,,毎月,2,,
3979,,,,,日常生活,2,,
3980,,,,,御霊,2,,
3981,,,,,籾井,2,,
3982,,,,,事実誤認,2,,
3983,,,,,法的拘束力,2,,
3984,,,,,一人ひとり,2,,
3985,,,,,モザンビーク,2,,
3986,,,,,サバンナ,2,,
3987,,,,,収奪,2,,
3988,,,,,神本,2,,
3989,,,,,全国学力調査,2,,
3990,,,,,過度,2,,
3991,,,,,高校無償化,2,,
3992,,,,,低所得者層,2,,
3993,,,,,著作,2,,
3994,,,,,公設民営,2,,
3995,,,,,総掛かり,2,,
3996,,,,,公立学校,2,,
3997,,,,,委託,2,,
3998,,,,,労働移動,2,,
3999,,,,,過重,2,,
4000,,,,,初夢,2,,
4001,,,,,お正月,2,,
4002,,,,,アウト,2,,
4003,,,,,満塁,2,,
4004,,,,,立て直し,2,,
4005,,,,,駆け込み需要,2,,
4006,,,,,堅調,2,,
4007,,,,,経常収支,2,,
4008,,,,,繰り延べ,2,,
4009,,,,,老朽,2,,
4010,,,,,北米,2,,
4011,,,,,道徳心,2,,
4012,,,,,小中学校,2,,
4013,,,,,教育委員,2,,
4014,,,,,覚悟,2,,
4015,,,,,先人,2,,
4016,,,,,明治維新,2,,
4017,,,,,適宜,2,,
4018,,,,,対象品目,2,,
4019,,,,,受診,2,,
4020,,,,,研究会,2,,
4021,,,,,国連防災世界会議,2,,
4022,,,,,ミレニアム開発目標,2,,
4023,,,,,水産業,2,,
4024,,,,,林業,2,,
4025,,,,,議事録,2,,
4026,,,,,日銀法改正,2,,
4027,,,,,複数税率,2,,
4028,,,,,三党合意,2,,
4029,,,,,可処分所得,2,,
4030,,,,,突破口,2,,
4031,,,,,撲滅,2,,
4032,,,,,合理化,2,,
4033,,,,,政界再編,2,,
4034,,,,,求職者,2,,
4035,,,,,三本,2,,
4036,,,,,解禁,2,,
4037,,,,,株式会社,2,,
4038,,,,,電力自由化,2,,
4039,,,,,生コンクリート,2,,
4040,,,,,プラント,2,,
4041,,,,,実勢,2,,
4042,,,,,水中,2,,
4043,,,,,退去,2,,
4044,,,,,足元,2,,
4045,,,,,原材料,2,,
4046,,,,,経済産業省,2,,
4047,,,,,仕入れ,2,,
4048,,,,,業務改善,2,,
4049,,,,,世界共通,2,,
4050,,,,,施政,2,,
4051,,,,,深化,2,,
4052,,,,,立憲主義,2,,
4053,,,,,日本社会,2,,
4054,,,,,常任理事国,2,,
4055,,,,,入り,2,,
4056,,,,,防衛計画大綱,2,,
4057,,,,,名護市,2,,
4058,,,,,教育格差,2,,
4059,,,,,授業料免除,2,,
4060,,,,,労働環境,2,,
4061,,,,,要支援,2,,
4062,,,,,臨時的,2,,
4063,,,,,産業界,2,,
4064,,,,,労働基本権,2,,
4065,,,,,横断,2,,
4066,,,,,国際戦略総合特区,2,,
4067,,,,,地方税,2,,
4068,,,,,国税,2,,
4069,,,,,減免措置,2,,
4070,,,,,インボイス,2,,
4071,,,,,適材適所,2,,
4072,,,,,口きき,2,,
4073,,,,,領海警備,2,,
4074,,,,,輸送艦,2,,
4075,,,,,おおすみ,2,,
4076,,,,,衝突事故,2,,
4077,,,,,ネルソン・マンデラ,2,,
4078,,,,,足跡,2,,
4079,,,,,アパルトヘイト,2,,
4080,,,,,不屈,2,,
4081,,,,,持ち場,2,,
4082,,,,,東京五輪,2,,
4083,,,,,首都高速,2,,
4084,,,,,町並み,2,,
4085,,,,,浮体式洋上風力発電,2,,
4086,,,,,ハウス,2,,
4087,,,,,栽培,2,,
4088,,,,,先駆け,2,,
4089,,,,,作付け,2,,
4090,,,,,水田,2,,
4091,,,,,水揚げ,2,,
4092,,,,,漁港,2,,
4093,,,,,アーチ,2,,
4094,,,,,永代橋,2,,
4095,,,,,関東大震災,2,,
4096,,,,,工法,2,,
4097,,,,,橋梁,2,,
4098,,,,,度目,2,,
4099,,,,,容積率,2,,
4100,,,,,突破,2,,
4101,,,,,ジェネリック医薬品,2,,
4102,,,,,女の子,2,,
4103,,,,,中学生,2,,
4104,,,,,生まれつき,2,,
4105,,,,,小腸,2,,
4106,,,,,天命,2,,
4107,,,,,絵本作家,2,,
4108,,,,,職業訓練,2,,
4109,,,,,放課後,2,,
4110,,,,,医方,2,,
4111,,,,,休業,2,,
4112,,,,,インターンシップ,2,,
4113,,,,,教育現場,2,,
4114,,,,,読解力,2,,
4115,,,,,学力調査,2,,
4116,,,,,全国学力テスト,2,,
4117,,,,,一次,2,,
4118,,,,,立命館アジア太平洋大学,2,,
4119,,,,,ミンさん,2,,
4120,,,,,経済的負担,2,,
4121,,,,,海外留学,2,,
4122,,,,,公害,2,,
4123,,,,,環境技術,2,,
4124,,,,,成約,2,,
4125,,,,,売上げ,2,,
4126,,,,,開局,2,,
4127,,,,,仮面ライダー,2,,
4128,,,,,ヒーロー,2,,
4129,,,,,ファッション,2,,
4130,,,,,芸術,2,,
4131,,,,,クールジャパン機構,2,,
4132,,,,,売り込み,2,,
4133,,,,,万国,2,,
4134,,,,,津梁,2,,
4135,,,,,万国津梁の鐘,2,,
4136,,,,,玄関,2,,
4137,,,,,滑走,2,,
4138,,,,,着工,2,,
4139,,,,,工期,2,,
4140,,,,,供用,2,,
4141,,,,,若年,2,,
4142,,,,,卓越,2,,
4143,,,,,メタンハイドレート,2,,
4144,,,,,加速器,2,,
4145,,,,,超一流,2,,
4146,,,,,まね,2,,
4147,,,,,メッキ,2,,
4148,,,,,墨田区,2,,
4149,,,,,底力,2,,
4150,,,,,ソニー,2,,
4151,,,,,ホンダ,2,,
4152,,,,,本腰,2,,
4153,,,,,再生医療,2,,
4154,,,,,創薬,2,,
4155,,,,,未踏,2,,
4156,,,,,民間企業,2,,
4157,,,,,二の足,2,,
4158,,,,,NIH,2,,
4159,,,,,不治の病,2,,
4160,,,,,実用化,2,,
4161,,,,,医療機器,2,,
4162,,,,,ゼロベース,2,,
4163,,,,,大人気,2,,
4164,,,,,生産現場,2,,
4165,,,,,水路,2,,
4166,,,,,農道,2,,
4167,,,,,明日,2,,
4168,,,,,集大成,2,,
4169,,,,,行政サービス,2,,
4170,,,,,山間,2,,
4171,,,,,過疎,2,,
4172,,,,,観光資源,2,,
4173,,,,,パパン,2,,
4174,,,,,富士山,2,,
4175,,,,,ユネスコ,2,,
4176,,,,,ホテル,2,,
4177,,,,,偽装,2,,
4178,,,,,不正表示,2,,
4179,,,,,悪質商法,2,,
4180,,,,,S.T.A.L.K.E.R.,2,,
4181,,,,,婦人相談所,2,,
4182,,,,,加害者,2,,
4183,,,,,再犯防止,2,,
4184,,,,,耐震,2,,
4185,,,,,治水,2,,
4186,,,,,避難計画,2,,
4187,,,,,伊豆大島,2,,
4188,,,,,活動中,2,,
4189,,,,,位牌,2,,
4190,,,,,水筒,2,,
4191,,,,,きれい,2,,
4192,,,,,様子,2,,
4193,,,,,涙。,2,,
4194,,,,,感動,2,,
4195,,,,,千二,2,,
4196,,,,,百人,2,,
4197,,,,,緊急支援,2,,
4198,,,,,マニラ,2,,
4199,,,,,乗客,2,,
4200,,,,,コンテナ,2,,
4201,,,,,同胞,2,,
4202,,,,,あなたのために,2,,
4203,,,,,人類,2,,
4204,,,,,着任,2,,
4205,,,,,キャロライン・ケネディ,2,,
4206,,,,,米国大使,2,,
4207,,,,,ケネディ,2,,
4208,,,,,呼び掛け,2,,
4209,,,,,在日米軍再編,2,,
4210,,,,,名護市辺野古,2,,
4211,,,,,沖の,2,,
4212,,,,,外務,2,,
4213,,,,,エルドアン首相,2,,
4214,,,,,地下鉄,2,,
4215,,,,,膝詰め,2,,
4216,,,,,関係改善,2,,
4217,,,,,拉致実行犯,2,,
4218,,,,,野口英世,2,,
4219,,,,,博士,2,,
4220,,,,,周囲,2,,
4221,,,,,ガーナ,2,,
4222,,,,,殉職,2,,
4223,,,,,最期,2,,
4224,,,,,医学,2,,
4225,,,,,清聴,2,,
4226,,,,,ころ,2,,
4227,,,,,かけ橋,2,,
4228,,,,,防衛費,2,,
4229,,,,,教育訓練,2,,
4230,,,,,機関銃,2,,
4231,,,,,封鎖,2,,
4232,,,,,護衛艦,2,,
4233,,,,,生命線,2,,
4234,,,,,銃撃,2,,
4235,,,,,ロケット,2,,
4236,,,,,領空侵犯,2,,
4237,,,,,警告,2,,
4238,,,,,特措法,2,,
4239,,,,,職責,2,,
4240,,,,,叙勲,2,,
4241,,,,,名誉,2,,
4242,,,,,5月15日,2,,
4243,,,,,副代表,2,,
4244,,,,,後世,2,,
4245,,,,,島尻,2,,
4246,,,,,純然,2,,
4247,,,,,治安維持,2,,
4248,,,,,最悪,2,,
4249,,,,,第一義,2,,
4250,,,,,高速,2,,
4251,,,,,一元的,2,,
4252,,,,,一元管理,2,,
4253,,,,,自衛艦,2,,
4254,,,,,固定翼機,2,,
4255,,,,,阻止,2,,
4256,,,,,憲法九条,2,,
4257,,,,,直接的,2,,
4258,,,,,擁護,2,,
4259,,,,,国会答弁,2,,
4260,,,,,生存権,2,,
4261,,,,,国際海峡,2,,
4262,,,,,威嚇,2,,
4263,,,,,根本的,2,,
4264,,,,,変容,2,,
4265,,,,,幸福追求権,2,,
4266,,,,,仙谷,2,,
4267,,,,,都合,2,,
4268,,,,,戦禍,2,,
4269,,,,,立て付け,2,,
4270,,,,,武器使用,2,,
4271,,,,,用法,2,,
4272,,,,,別個,2,,
4273,,,,,勢力,2,,
4274,,,,,主体的,2,,
4275,,,,,区別,2,,
4276,,,,,最高裁判所,2,,
4277,,,,,概念論,2,,
4278,,,,,そご,2,,
4279,,,,,云々,2,,
4280,,,,,急迫,2,,
4281,,,,,論理的,2,,
4282,,,,,アフガン戦争,2,,
4283,,,,,異常,2,,
4284,,,,,九条,2,,
4285,,,,,小松,2,,
4286,,,,,後方,2,,
4287,,,,,済み,2,,
4288,,,,,予見,2,,
4289,,,,,スイス,2,,
4290,,,,,救援,2,,
4291,,,,,兵たん,2,,
4292,,,,,日本国,2,,
4293,,,,,戦闘地域,2,,
4294,,,,,理論,2,,
4295,,,,,携行,2,,
4296,,,,,意図的,2,,
4297,,,,,近隣諸国,2,,
4298,,,,,憲法草案,2,,
4299,,,,,憲法違反,2,,
4300,,,,,潮流,2,,
4301,,,,,賛同,2,,
4302,,,,,尖閣,2,,
4303,,,,,戦い,2,,
4304,,,,,荒井,2,,
4305,,,,,アイゼンハワー,2,,
4306,,,,,冷戦,2,,
4307,,,,,増強,2,,
4308,,,,,防衛産業,2,,
4309,,,,,決め方,2,,
4310,,,,,これだけ,2,,
4311,,,,,足かけ,2,,
4312,,,,,濃密,2,,
4313,,,,,中旬,2,,
4314,,,,,限界,2,,
4315,,,,,整合,2,,
4316,,,,,はめ,2,,
4317,,,,,日本の地域,2,,
4318,,,,,北京,2,,
4319,,,,,全面的,2,,
4320,,,,,艦船,2,,
4321,,,,,海洋国家,2,,
4322,,,,,経路,2,,
4323,,,,,経由,2,,
4324,,,,,進駐軍,2,,
4325,,,,,近海,2,,
4326,,,,,断言,2,,
4327,,,,,パイプ,2,,
4328,,,,,拙速,2,,
4329,,,,,抽象,2,,
4330,,,,,岡山,2,,
4331,,,,,岡山市,2,,
4332,,,,,倉敷,2,,
4333,,,,,集中的,2,,
4334,,,,,大阪,2,,
4335,,,,,名神高速道路,2,,
4336,,,,,世界銀行,2,,
4337,,,,,高度経済成長,2,,
4338,,,,,共同溝,2,,
4339,,,,,仙台,2,,
4340,,,,,立地,2,,
4341,,,,,中山,2,,
4342,,,,,間地,2,,
4343,,,,,初当選,2,,
4344,,,,,定住,2,,
4345,,,,,半島,2,,
4346,,,,,一億人,2,,
4347,,,,,概算,2,,
4348,,,,,自発,2,,
4349,,,,,目配り,2,,
4350,,,,,統治機構,2,,
4351,,,,,吉良,2,,
4352,,,,,よし子,2,,
4353,,,,,地域医療,2,,
4354,,,,,訪問介護,2,,
4355,,,,,産科,2,,
4356,,,,,無料化,2,,
4357,,,,,医師,2,,
4358,,,,,大臣政務官,2,,
4359,,,,,キャリア形成,2,,
4360,,,,,派遣会社,2,,
4361,,,,,キャリアコンサルティング,2,,
4362,,,,,満了,2,,
4363,,,,,社員募集,2,,
4364,,,,,待遇改善,2,,
4365,,,,,同一,2,,
4366,,,,,柔軟性,2,,
4367,,,,,越し,2,,
4368,,,,,集落,2,,
4369,,,,,防音,2,,
4370,,,,,居住,2,,
4371,,,,,県民所得,2,,
4372,,,,,最下位,2,,
4373,,,,,知的,2,,
4374,,,,,産業クラスター,2,,
4375,,,,,療養,2,,
4376,,,,,受注,2,,
4377,,,,,重篤,2,,
4378,,,,,助け,2,,
4379,,,,,高水準,2,,
4380,,,,,経常利益,2,,
4381,,,,,上場企業,2,,
4382,,,,,デフレ経済,2,,
4383,,,,,異次元,2,,
4384,,,,,短期,2,,
4385,,,,,納入,2,,
4386,,,,,どうこう,2,,
4387,,,,,デメリット,2,,
4388,,,,,円高方向,2,,
4389,,,,,減少傾向,2,,
4390,,,,,去年,2,,
4391,,,,,ポートフォリオ,2,,
4392,,,,,経済学者,2,,
4393,,,,,任命責任,2,,
4394,,,,,宮沢,2,,
4395,,,,,代表者,2,,
4396,,,,,日頃,2,,
4397,,,,,問い,2,,
4398,,,,,嫌い,2,,
4399,,,,,参議院選挙,2,,
4400,,,,,すさまじさ,2,,
4401,,,,,防災訓練,2,,
4402,,,,,頻発,2,,
4403,,,,,観測,2,,
4404,,,,,キーワード,2,,
4405,,,,,皇居,2,,
4406,,,,,拝読,2,,
4407,,,,,京都,2,,
4408,,,,,安土城,2,,
4409,,,,,葉たばこ,2,,
4410,,,,,全量,2,,
4411,,,,,関連産業,2,,
4412,,,,,義務付け,2,,
4413,,,,,会員,2,,
4414,,,,,ペース,2,,
4415,,,,,クアラルンプール,2,,
4416,,,,,宋日昊,2,,
4417,,,,,考量,2,,
4418,,,,,角度,2,,
4419,,,,,お子さん,2,,
4420,,,,,規則,2,,
4421,,,,,人件,2,,
4422,,,,,選出,2,,
4423,,,,,性能,2,,
4424,,,,,悪意,2,,
4425,,,,,民族,2,,
4426,,,,,やあ,2,,
4427,,,,,時効,2,,
4428,,,,,脱税,2,,
4429,,,,,捜査当局,2,,
4430,,,,,累積債務,2,,
4431,,,,,どっち,2,,
4432,,,,,歯元,2,,
4433,,,,,垣根,2,,
4434,,,,,長期的,2,,
4435,,,,,借り上げ,2,,
4436,,,,,応急仮設住宅,2,,
4437,,,,,気候,2,,
4438,,,,,以後,2,,
4439,,,,,低利,2,,
4440,,,,,顧客,2,,
4441,,,,,電気事業,2,,
4442,,,,,存続,2,,
4443,,,,,国際関係,2,,
4444,,,,,途絶,2,,
4445,,,,,火力発電所,2,,
4446,,,,,裁定,2,,
4447,,,,,コージェネレーション,2,,
4448,,,,,募集,2,,
4449,,,,,新規参入,2,,
4450,,,,,送配,2,,
4451,,,,,國重徹,2,,
4452,,,,,余力,2,,
4453,,,,,藤野保史,2,,
4454,,,,,福井地裁,2,,
4455,,,,,事業計画,2,,
4456,,,,,破綻,2,,
4457,,,,,環境負荷,2,,
4458,,,,,補完,2,,
4459,,,,,優遇,2,,
4460,,,,,固定価格買い取り制度,2,,
4461,,,,,核燃料サイクル,2,,
4462,,,,,トラブル,2,,
4463,,,,,資本,2,,
4464,,,,,電力・ガス取引監視等委員会,2,,
4465,,,,,一般家庭,2,,
4466,,,,,石炭火力発電,2,,
4467,,,,,シェールガス,2,,
4468,,,,,ガス料金,2,,
4469,,,,,収支,2,,
4470,,,,,経済産業大臣,2,,
4471,,,,,食料安全保障,2,,
4472,,,,,野菜,2,,
4473,,,,,代わり,2,,
4474,,,,,栄養,2,,
4475,,,,,加味,2,,
4476,,,,,重度,2,,
4477,,,,,要介護,2,,
4478,,,,,引下げ,2,,
4479,,,,,道府県,2,,
4480,,,,,名物,2,,
4481,,,,,市内,2,,
4482,,,,,割引,2,,
4483,,,,,煩雑,2,,
4484,,,,,移行,2,,
4485,,,,,激励,2,,
4486,,,,,逆進,2,,
4487,,,,,各々,2,,
4488,,,,,年数,2,,
4489,,,,,ロールモデル,2,,
4490,,,,,女性活躍推進,2,,
4491,,,,,奨学,2,,
4492,,,,,応分,2,,
4493,,,,,志向,2,,
4494,,,,,国庫,2,,
4495,,,,,配偶者控除,2,,
4496,,,,,配偶者,2,,
4497,,,,,増減,2,,
4498,,,,,一二,2,,
4499,,,,,地方議会,2,,
4500,,,,,三役,2,,
4501,,,,,発掘,2,,
4502,,,,,アピール,2,,
4503,,,,,多様性,2,,
4504,,,,,NATO,2,,
4505,,,,,イコール,2,,
4506,,,,,熱心,2,,
4507,,,,,教師,2,,
4508,,,,,指導力,2,,
4509,,,,,軽視,2,,
4510,,,,,かばん,2,,
4511,,,,,駅員,2,,
4512,,,,,勤務,2,,
4513,,,,,政務,2,,
4514,,,,,収量,2,,
4515,,,,,医療制度,2,,
4516,,,,,社会保険,2,,
4517,,,,,健康寿命,2,,
4518,,,,,移民,2,,
4519,,,,,保険者,2,,
4520,,,,,セカンドオピニオン,2,,
4521,,,,,申出で,2,,
4522,,,,,配慮する必要,2,,
4523,,,,,民生,2,,
4524,,,,,半ば,2,,
4525,,,,,発現,2,,
4526,,,,,中期的,2,,
4527,,,,,足下,2,,
4528,,,,,社長,2,,
4529,,,,,安全保障理事会,2,,
4530,,,,,タイプ,2,,
4531,,,,,各県,2,,
4532,,,,,命懸け,2,,
4533,,,,,倒産,2,,
4534,,,,,二一,2,,
4535,,,,,先週,2,,
4536,,,,,専門職,2,,
4537,,,,,組合,2,,
4538,,,,,仮設住宅,2,,
4539,,,,,ブエノスアイレス,2,,
4540,,,,,組織委員会,2,,
4541,,,,,オールジャパン,2,,
4542,,,,,二四,2,,
4543,,,,,半導体,2,,
4544,,,,,回帰,2,,
4545,,,,,下支え,2,,
4546,,,,,動画,2,,
4547,,,,,食糧,2,,
4548,,,,,鮮明,2,,
4549,,,,,穏健派,2,,
4550,,,,,最前線,2,,
4551,,,,,国王,2,,
4552,,,,,メーンテーマ,2,,
4553,,,,,中庸,2,,
4554,,,,,キャラクター,2,,
4555,,,,,両市,2,,
4556,,,,,手術,2,,
4557,,,,,公平性,2,,
4558,,,,,研究所,2,,
4559,,,,,過酷事故,2,,
4560,,,,,水素ステーション,2,,
4561,,,,,フリー,2,,
4562,,,,,行政改革推進会議,2,,
4563,,,,,摂取量,2,,
4564,,,,,国民運動,2,,
4565,,,,,監査,2,,
4566,,,,,地域ブランド,2,,
4567,,,,,全力投球,2,,
4568,,,,,説得,2,,
4569,,,,,政府の責任,2,,
4570,,,,,議院内閣制,2,,
4571,,,,,メニュー,2,,
4572,,,,,先延ばし,2,,
4573,,,,,GENDER,2,,
4574,,,,,村山談話,2,,
4575,,,,,出動,2,,
4576,,,,,意見書,2,,
4577,,,,,一般市民,2,,
4578,,,,,島国,2,,
4579,,,,,境界未画定,2,,
4580,,,,,エスカレート,2,,
4581,,,,,役務,2,,
4582,,,,,隻数,2,,
4583,,,,,大半,2,,
4584,,,,,Ballistic Missile Defense System,2,,
4585,,,,,砂川事件,2,,
4586,,,,,過不足,2,,
4587,,,,,国民主権,2,,
4588,,,,,基本的人権の尊重,2,,
4589,,,,,信任,2,,
4590,,,,,奪還,2,,
4591,,,,,軍備,2,,
4592,,,,,一角,2,,
4593,,,,,忌憚,2,,
4594,,,,,立ち居,2,,
4595,,,,,ホルムズ,2,,
4596,,,,,様態,2,,
4597,,,,,熟議,2,,
4598,,,,,日本を元気にする会,2,,
4599,,,,,次世代の党,2,,
4600,,,,,海上保安,2,,
4601,,,,,水産庁,2,,
4602,,,,,違法操業,2,,
4603,,,,,巡視船,2,,
4604,,,,,近接,2,,
4605,,,,,議題,2,,
4606,,,,,維新,2,,
4607,,,,,停戦合意,2,,
4608,,,,,合同,2,,
4609,,,,,出口,2,,
4610,,,,,配布,2,,
4611,,,,,フセイン,2,,
4612,,,,,原爆,2,,
4613,,,,,投下,2,,
4614,,,,,非道,2,,
4615,,,,,お宅,2,,
4616,,,,,死傷,2,,
4617,,,,,医療行為,2,,
4618,,,,,焦点,2,,
4619,,,,,負傷,2,,
4620,,,,,事務的,2,,
4621,,,,,震災対応,2,,
4622,,,,,陣頭,2,,
4623,,,,,益城町,2,,
4624,,,,,当分,2,,
