,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
4852,,,,,じゃなくて,3,,
4853,,,,,今週,3,,
4854,,,,,低廉,3,,
4855,,,,,パーティー,3,,
4856,,,,,再確認,3,,
4857,,,,,私立,3,,
4858,,,,,リスト,3,,
4859,,,,,文官,3,,
4860,,,,,アフガン戦争,3,,
4861,,,,,釜石市,3,,
4862,,,,,権力者,3,,
4863,,,,,党是,3,,
4864,,,,,綱領,3,,
4865,,,,,熟知,3,,
4866,,,,,投薬,3,,
4867,,,,,償還,3,,
4868,,,,,コントロール,3,,
4869,,,,,電力需給,3,,
4870,,,,,途絶,3,,
4871,,,,,所有権,3,,
4872,,,,,事前承認,3,,
4873,,,,,過激,3,,
4874,,,,,軍事的,3,,
4875,,,,,治安出動,3,,
4876,,,,,災い,3,,
4877,,,,,分り,3,,
4878,,,,,つまり,3,,
4879,,,,,外交上,3,,
4880,,,,,PAC,3,,
4881,,,,,日米安全保障条約,3,,
4882,,,,,検問,3,,
4883,,,,,すき,3,,
4884,,,,,国籍不明,3,,
4885,,,,,必然的,3,,
4886,,,,,妨害,3,,
4887,,,,,せん滅,3,,
4888,,,,,ノー,3,,
4889,,,,,死傷,3,,
4890,,,,,任官,3,,
4891,,,,,急迫,3,,
4892,,,,,ジレンマ,3,,
4893,,,,,兵たん,3,,
4894,,,,,付加,3,,
4895,,,,,自由診療,3,,
4896,,,,,相互扶助,3,,
4897,,,,,軽減措置,3,,
4898,,,,,要領,3,,
4899,,,,,メダル,3,,
4900,,,,,氾濫,3,,
4901,,,,,動態,3,,
4902,,,,,IC,3,,
4903,,,,,可及的速やかに,3,,
4904,,,,,避難準備情報,3,,
4905,,,,,日本語,3,,
4906,,,,,七条,3,,
4907,,,,,基本的人権の尊重,3,,
4908,,,,,委託,3,,
4909,,,,,繰り越し,3,,
4910,,,,,不用額,3,,
4911,,,,,配当,3,,
4912,,,,,欠損,3,,
4913,,,,,敵対行為,3,,
4914,,,,,自衛隊派遣,3,,
4915,,,,,民生支援,3,,
4916,,,,,丸川,3,,
4917,,,,,水害,3,,
4918,,,,,先駆け,3,,
4919,,,,,年金受給資格期間,3,,
4920,,,,,定年延長,3,,
4921,,,,,パナマ,3,,
4922,,,,,旺盛,3,,
4923,,,,,非同盟諸国,3,,
4924,,,,,水際対策,3,,
4925,,,,,支給対象,3,,
4926,,,,,残業代ゼロ法案,3,,
4927,,,,,核燃料サイクル,3,,
4928,,,,,脱出,3,,
4929,,,,,税制調査会,3,,
4930,,,,,任期中,3,,
4931,,,,,日本中,3,,
4932,,,,,消費者物価指数,3,,
4933,,,,,表敬,3,,
4934,,,,,所信表明,3,,
4935,,,,,公有地,3,,
4936,,,,,熊本,3,,
4937,,,,,パイ,3,,
4938,,,,,倍額,3,,
4939,,,,,逆行,3,,
4940,,,,,後ろ盾,3,,
4941,,,,,国産米,3,,
4942,,,,,遮断,3,,
4943,,,,,不信感,3,,
4944,,,,,介護福祉士,3,,
4945,,,,,佐藤真海,3,,
4946,,,,,工藤,3,,
4947,,,,,スローガン,3,,
4948,,,,,輸出額,3,,
4949,,,,,客船,3,,
4950,,,,,ターミナル,3,,
4951,,,,,内戦,3,,
4952,,,,,宮崎,3,,
4953,,,,,高裁,3,,
4954,,,,,公職選挙法,3,,
4955,,,,,二重国籍,3,,
4956,,,,,被選挙権,3,,
4957,,,,,可決,3,,
4958,,,,,即時撤廃,3,,
4959,,,,,ばらつき,3,,
4960,,,,,排他的経済水域,3,,
4961,,,,,伊勢志摩,3,,
4962,,,,,逆進,3,,
4963,,,,,山形,3,,
4964,,,,,整備新幹線,3,,
4965,,,,,ハブ,3,,
4966,,,,,回廊,3,,
4967,,,,,経済ルール,3,,
4968,,,,,評論,3,,
4969,,,,,基礎的,3,,
4970,,,,,単身,3,,
4971,,,,,特段,3,,
4972,,,,,大枠,3,,
4973,,,,,衛生,3,,
4974,,,,,自由民主主義,3,,
4975,,,,,ショッピングモール,3,,
4976,,,,,室長,3,,
4977,,,,,高橋まつり,3,,
4978,,,,,省令,3,,
4979,,,,,反政府勢力,3,,
4980,,,,,お手本,3,,
4981,,,,,極端,3,,
4982,,,,,保険会社,3,,
4983,,,,,吉田松陰,3,,
4984,,,,,菅さん,3,,
4985,,,,,居酒屋,3,,
4986,,,,,瑕疵,3,,
4987,,,,,パーティー券,3,,
4988,,,,,講師,3,,
4989,,,,,日中平和友好条約,3,,
4990,,,,,緒方,3,,
4991,,,,,しどろもどろ,3,,
4992,,,,,多数決,3,,
4993,,,,,神津,3,,
4994,,,,,2月14日,3,,
4995,,,,,内閣人事局,3,,
4996,,,,,事務次官,3,,
4997,,,,,二日,3,,
4998,,,,,慫慂,3,,
4999,,,,,会見,3,,
5000,,,,,過誤,3,,
5001,,,,,防衛技術,3,,
5002,,,,,人材不足,3,,
5003,,,,,営業職,3,,
5004,,,,,TM,3,,
5005,,,,,山尾,3,,
5006,,,,,犯罪集団,3,,
5007,,,,,パレスチナ,3,,
5008,,,,,テルアビブ,3,,
5009,,,,,帰任,3,,
5010,,,,,財投,3,,
5011,,,,,JR九州,3,,
5012,,,,,各社,3,,
5013,,,,,路線,3,,
5014,,,,,予約,3,,
5015,,,,,金融緩和政策,3,,
5016,,,,,個人所得,3,,
5017,,,,,経済面,3,,
5018,,,,,日本のために,3,,
5019,,,,,ファースト,3,,
5020,,,,,ビッグスリー,3,,
5021,,,,,ポチ,3,,
5022,,,,,入植,3,,
5023,,,,,スーダン,3,,
5024,,,,,組織的,3,,
5025,,,,,公益法人等,3,,
5026,,,,,違反行為,3,,
5027,,,,,うっかり,3,,
5028,,,,,声掛け,3,,
5029,,,,,前段,3,,
5030,,,,,テロ行為,3,,
5031,,,,,捜査当局,3,,
5032,,,,,化学式,3,,
5033,,,,,薬品,3,,
5034,,,,,ポスト,3,,
5035,,,,,パレルモ条約,3,,
5036,,,,,粗雑,3,,
5037,,,,,内政問題,3,,
5038,,,,,麻薬,3,,
5039,,,,,下地,3,,
5040,,,,,母港,3,,
5041,,,,,三世,3,,
5042,,,,,在留,3,,
5043,,,,,マフィア,3,,
5044,,,,,加計学園,3,,
5045,,,,,使い道,3,,
5046,,,,,国民経済計算,3,,
5047,,,,,ETF,3,,
5048,,,,,買い入れ,3,,
5049,,,,,加計,3,,
5050,,,,,行政文書,3,,
5051,,,,,Socl,3,,
5052,,,,,ボンド,3,,
5053,,,,,無期,3,,
5054,,,,,復興交付金,3,,
5055,,,,,理事会,2,,
5056,,,,,判示,2,,
5057,,,,,密約問題,2,,
5058,,,,,世論,2,,
5059,,,,,キャンペーン,2,,
5060,,,,,プロパガンダ,2,,
5061,,,,,楽観,2,,
5062,,,,,通貨危機,2,,
5063,,,,,終局,2,,
5064,,,,,自明の理,2,,
5065,,,,,法律的,2,,
5066,,,,,選挙公約,2,,
5067,,,,,ストーリー,2,,
5068,,,,,英知,2,,
5069,,,,,篠原,2,,
5070,,,,,香川県,2,,
5071,,,,,食生活,2,,
5072,,,,,農業政策,2,,
5073,,,,,大転換,2,,
5074,,,,,サイン,2,,
5075,,,,,天井,2,,
5076,,,,,附則,2,,
5077,,,,,中東地域,2,,
5078,,,,,買い手,2,,
5079,,,,,下旬,2,,
5080,,,,,安価,2,,
5081,,,,,準国産,2,,
5082,,,,,UAE,2,,
5083,,,,,殿下,2,,
5084,,,,,GCC,2,,
5085,,,,,放送事業者,2,,
5086,,,,,国家百年の計,2,,
5087,,,,,パブリックコメント,2,,
5088,,,,,木造,2,,
5089,,,,,密集,2,,
5090,,,,,日ごろ,2,,
5091,,,,,孤立集落,2,,
5092,,,,,畜舎,2,,
5093,,,,,資金面,2,,
5094,,,,,補助事業,2,,
5095,,,,,屋根,2,,
5096,,,,,特別警報,2,,
5097,,,,,警報,2,,
5098,,,,,防災気象情報,2,,
5099,,,,,人命救助,2,,
5100,,,,,防災訓練,2,,
5101,,,,,幾度,2,,
5102,,,,,定住,2,,
5103,,,,,一定の成果,2,,
5104,,,,,現場主義,2,,
5105,,,,,通商代表,2,,
5106,,,,,経済規模,2,,
5107,,,,,形骸,2,,
5108,,,,,公開性,2,,
5109,,,,,警察庁長官官房長,2,,
5110,,,,,サンプル,2,,
5111,,,,,日銀総裁,2,,
5112,,,,,原資,2,,
5113,,,,,単独,2,,
5114,,,,,合議,2,,
5115,,,,,関東地方,2,,
5116,,,,,災害対策本部,2,,
5117,,,,,2月17日,2,,
5118,,,,,2月5日,2,,
5119,,,,,速報値,2,,
5120,,,,,十八日,2,,
5121,,,,,正念場,2,,
5122,,,,,従業,2,,
5123,,,,,長続き,2,,
5124,,,,,研さん,2,,
5125,,,,,バウチャー,2,,
5126,,,,,私立学校,2,,
5127,,,,,上乗せ,2,,
5128,,,,,日本選手,2,,
5129,,,,,社会参加,2,,
5130,,,,,壮行会,2,,
5131,,,,,十日,2,,
5132,,,,,西側,2,,
5133,,,,,法解釈,2,,
5134,,,,,安全保障体制,2,,
5135,,,,,工作員,2,,
5136,,,,,部局,2,,
5137,,,,,ノック,2,,
5138,,,,,局長級,2,,
5139,,,,,軍縮,2,,
5140,,,,,違和感,2,,
5141,,,,,自然権,2,,
5142,,,,,次長,2,,
5143,,,,,近代,2,,
5144,,,,,一面,2,,
5145,,,,,専制,2,,
5146,,,,,隷従,2,,
5147,,,,,偏狭,2,,
5148,,,,,永遠に,2,,
5149,,,,,面会,2,,
5150,,,,,外交方針,2,,
5151,,,,,群馬県,2,,
5152,,,,,東京裁判,2,,
5153,,,,,BC,2,,
5154,,,,,釈放,2,,
5155,,,,,サンフランシスコ講和条約,2,,
5156,,,,,中国語,2,,
5157,,,,,重み,2,,
5158,,,,,編集,2,,
5159,,,,,ミッション,2,,
5160,,,,,日本固有の領土,2,,
5161,,,,,クウェート侵攻,2,,
5162,,,,,Dew,2,,
5163,,,,,順番,2,,
5164,,,,,明文化,2,,
5165,,,,,途中,2,,
5166,,,,,パス,2,,
5167,,,,,内閣府大臣政務官,2,,
5168,,,,,団長,2,,
5169,,,,,呼応,2,,
5170,,,,,症例,2,,
5171,,,,,介護予防,2,,
5172,,,,,リハビリ,2,,
5173,,,,,改良,2,,
5174,,,,,どなた,2,,
5175,,,,,救急医療,2,,
5176,,,,,中教審,2,,
5177,,,,,切り,2,,
5178,,,,,訪問介護,2,,
5179,,,,,通所介護,2,,
5180,,,,,掃除,2,,
5181,,,,,二本,2,,
5182,,,,,トータル,2,,
5183,,,,,総体,2,,
5184,,,,,労働者派遣事業,2,,
5185,,,,,派遣元,2,,
5186,,,,,逼迫,2,,
5187,,,,,ネット,2,,
5188,,,,,円建て,2,,
5189,,,,,債権,2,,
5190,,,,,硬直,2,,
5191,,,,,執行部,2,,
5192,,,,,取り返し,2,,
5193,,,,,Generic,2,,
5194,,,,,負担増,2,,
5195,,,,,ハンディキャップ,2,,
5196,,,,,園田,2,,
5197,,,,,自負,2,,
5198,,,,,年央,2,,
5199,,,,,成就,2,,
5200,,,,,大臣政務官,2,,
5201,,,,,新薬,2,,
5202,,,,,ヘルプ,2,,
5203,,,,,まとまり,2,,
5204,,,,,可否,2,,
5205,,,,,許認可,2,,
5206,,,,,回し,2,,
5207,,,,,第一歩,2,,
5208,,,,,平均寿命,2,,
5209,,,,,国際人権規約,2,,
5210,,,,,学業,2,,
5211,,,,,卒業後,2,,
5212,,,,,人生観,2,,
5213,,,,,西鉄,2,,
5214,,,,,勉学,2,,
5215,,,,,休業,2,,
5216,,,,,ソチ・サミット,2,,
5217,,,,,互恵,2,,
5218,,,,,ナショナルトレーニングセンター,2,,
5219,,,,,ユニバーサルデザイン,2,,
5220,,,,,学校教育,2,,
5221,,,,,精神的,2,,
5222,,,,,能力的,2,,
5223,,,,,12月24日,2,,
5224,,,,,医学部,2,,
5225,,,,,通勤,2,,
5226,,,,,自慢,2,,
5227,,,,,出先機関,2,,
5228,,,,,広域連合,2,,
5229,,,,,分権,2,,
5230,,,,,十三,2,,
5231,,,,,二十四,2,,
5232,,,,,最大規模,2,,
5233,,,,,減免措置,2,,
5234,,,,,役人,2,,
5235,,,,,ひたむき,2,,
5236,,,,,開会,2,,
5237,,,,,暮れ,2,,
5238,,,,,認知,2,,
5239,,,,,ダイヤル,2,,
5240,,,,,頻度,2,,
5241,,,,,高度経済成長,2,,
5242,,,,,プラスアルファ,2,,
5243,,,,,金融危機,2,,
5244,,,,,不利益,2,,
5245,,,,,合格,2,,
5246,,,,,服務,2,,
5247,,,,,社会的責任,2,,
5248,,,,,モラトリアム,2,,
5249,,,,,普遍,2,,
5250,,,,,十九,2,,
5251,,,,,申告,2,,
5252,,,,,核軍縮,2,,
5253,,,,,アイデンティティー,2,,
5254,,,,,日本の伝統,2,,
5255,,,,,グリーン,2,,
5256,,,,,防潮堤,2,,
5257,,,,,海岸,2,,
5258,,,,,くず,2,,
5259,,,,,夕刊紙,2,,
5260,,,,,靖国参拝,2,,
5261,,,,,田中内閣,2,,
5262,,,,,被告人,2,,
5263,,,,,入手,2,,
5264,,,,,日本外交,2,,
5265,,,,,淘汰,2,,
5266,,,,,国税庁,2,,
5267,,,,,偶発,2,,
5268,,,,,論文,2,,
5269,,,,,絵姿,2,,
5270,,,,,むしろ,2,,
5271,,,,,神社,2,,
5272,,,,,戦死,2,,
5273,,,,,境内,2,,
5274,,,,,歴史観,2,,
5275,,,,,戦場,2,,
5276,,,,,第十,2,,
5277,,,,,招魂社,2,,
5278,,,,,原型,2,,
5279,,,,,尚早,2,,
5280,,,,,グローバルスタンダード,2,,
5281,,,,,双方向,2,,
5282,,,,,鈴木,2,,
5283,,,,,正常,2,,
5284,,,,,国有,2,,
5285,,,,,カム,2,,
5286,,,,,謝意,2,,
5287,,,,,高市,2,,
5288,,,,,都民,2,,
5289,,,,,舛添,2,,
5290,,,,,度合い,2,,
5291,,,,,苦労,2,,
5292,,,,,裏表,2,,
5293,,,,,出発,2,,
5294,,,,,長生き,2,,
5295,,,,,産業政策,2,,
5296,,,,,透明,2,,
5297,,,,,キログラム,2,,
5298,,,,,リーズナブル,2,,
5299,,,,,主宰,2,,
5300,,,,,ドリル,2,,
5301,,,,,産業競争力強化法,2,,
5302,,,,,ハイブリッド,2,,
5303,,,,,法執行機関,2,,
5304,,,,,民主化,2,,
5305,,,,,医療従事者,2,,
5306,,,,,党大会,2,,
5307,,,,,絞り込み,2,,
5308,,,,,現状認識,2,,
5309,,,,,行く末,2,,
5310,,,,,落下,2,,
5311,,,,,国際政治,2,,
5312,,,,,そっち,2,,
5313,,,,,ディフェンス,2,,
5314,,,,,常識的,2,,
5315,,,,,異端,2,,
5316,,,,,操業,2,,
5317,,,,,営業力,2,,
5318,,,,,工業高校,2,,
5319,,,,,高専,2,,
5320,,,,,存在自体,2,,
5321,,,,,駐屯,2,,
5322,,,,,定説,2,,
5323,,,,,前項,2,,
5324,,,,,公共の福祉,2,,
5325,,,,,出し,2,,
5326,,,,,オウム真理教,2,,
5327,,,,,カテゴリー,2,,
5328,,,,,永久,2,,
5329,,,,,天賦人権説,2,,
5330,,,,,国民の権利,2,,
5331,,,,,クレーム,2,,
5332,,,,,祈り,2,,
5333,,,,,宗教観,2,,
5334,,,,,愛する人,2,,
5335,,,,,ダクト,2,,
5336,,,,,職人,2,,
5337,,,,,初年度,2,,
5338,,,,,量的緩和,2,,
5339,,,,,米軍再編,2,,
5340,,,,,共同研究,2,,
5341,,,,,PA,2,,
5342,,,,,議案,2,,
5343,,,,,イコール,2,,
5344,,,,,通商交渉,2,,
5345,,,,,十八,2,,
5346,,,,,米国政府,2,,
5347,,,,,投票,2,,
5348,,,,,部署,2,,
5349,,,,,派遣社員,2,,
5350,,,,,海外出張,2,,
5351,,,,,大統領府,2,,
5352,,,,,争い,2,,
5353,,,,,渡辺喜美,2,,
5354,,,,,電力市場,2,,
5355,,,,,化石燃料,2,,
5356,,,,,松沢,2,,
5357,,,,,市長選挙,2,,
5358,,,,,久々,2,,
5359,,,,,八日,2,,
5360,,,,,トラック,2,,
5361,,,,,12月26日,2,,
5362,,,,,権限移譲,2,,
5363,,,,,自治,2,,
5364,,,,,指定都市,2,,
5365,,,,,賛成多数,2,,
5366,,,,,東海道新幹線,2,,
5367,,,,,政局,2,,
5368,,,,,部会,2,,
5369,,,,,外国人技能実習制度,2,,
5370,,,,,技能実習生,2,,
5371,,,,,各界,2,,
5372,,,,,法令違反,2,,
5373,,,,,ダボス,2,,
5374,,,,,税源,2,,
5375,,,,,租税,2,,
5376,,,,,実習生,2,,
5377,,,,,結婚式,2,,
5378,,,,,軽自動車,2,,
5379,,,,,公共交通機関,2,,
5380,,,,,課題先進国,2,,
5381,,,,,候補,2,,
5382,,,,,両院,2,,
5383,,,,,品位,2,,
5384,,,,,契約社員,2,,
5385,,,,,本法,2,,
5386,,,,,観念,2,,
5387,,,,,社是,2,,
5388,,,,,志摩線,2,,
5389,,,,,真実,2,,
5390,,,,,安全保障のジレンマ,2,,
5391,,,,,多分,2,,
5392,,,,,南米,2,,
5393,,,,,岩国飛行場,2,,
5394,,,,,防衛副大臣,2,,
5395,,,,,ヘッド,2,,
5396,,,,,日米交渉,2,,
5397,,,,,論争,2,,
5398,,,,,横断,2,,
5399,,,,,力任せ,2,,
5400,,,,,石垣,2,,
5401,,,,,領海侵入,2,,
5402,,,,,優勢,2,,
5403,,,,,航空優勢,2,,
5404,,,,,日米防衛協力のための指針,2,,
5405,,,,,クリントン政権,2,,
5406,,,,,シスターズ,2,,
5407,,,,,島尻,2,,
5408,,,,,大家,2,,
5409,,,,,山口銀行,2,,
5410,,,,,特定疾患,2,,
5411,,,,,先代,2,,
5412,,,,,教え,2,,
5413,,,,,リストラ,2,,
5414,,,,,合間,2,,
5415,,,,,経理,2,,
5416,,,,,医方,2,,
5417,,,,,インターンシップ,2,,
5418,,,,,起業,2,,
5419,,,,,よろしくお願いします,2,,
5420,,,,,維新の会,2,,
5421,,,,,国会法,2,,
5422,,,,,通訳,2,,
5423,,,,,スペイン,2,,
5424,,,,,マドリード,2,,
5425,,,,,光栄,2,,
5426,,,,,法的措置,2,,
5427,,,,,官僚,2,,
5428,,,,,持ち主,2,,
5429,,,,,台帳,2,,
5430,,,,,コンピューター,2,,
5431,,,,,合わせ,2,,
5432,,,,,インターネット上,2,,
5433,,,,,北米,2,,
5434,,,,,石炭,2,,
5435,,,,,発電設備,2,,
5436,,,,,橋下,2,,
5437,,,,,日本の財政,2,,
5438,,,,,赤ちゃん,2,,
5439,,,,,何等,2,,
5440,,,,,排雪,2,,
5441,,,,,地域医療,2,,
5442,,,,,適任,2,,
5443,,,,,主査,2,,
5444,,,,,賦課,2,,
5445,,,,,社会保険,2,,
5446,,,,,二の矢,2,,
5447,,,,,サイド,2,,
5448,,,,,介護ロボット,2,,
5449,,,,,グループホーム,2,,
5450,,,,,サポータ,2,,
5451,,,,,蓄え,2,,
5452,,,,,超高齢社会,2,,
5453,,,,,生涯現役,2,,
5454,,,,,過剰,2,,
5455,,,,,勤務医,2,,
5456,,,,,環境改善,2,,
5457,,,,,生活保護費,2,,
5458,,,,,取っ手,2,,
5459,,,,,網間,2,,
5460,,,,,上位,2,,
5461,,,,,電子政府,2,,
5462,,,,,痛感,2,,
5463,,,,,労働基準局,2,,
5464,,,,,勤務時間,2,,
5465,,,,,非現業,2,,
5466,,,,,不誠実,2,,
5467,,,,,国家公務員共済組合連合会,2,,
5468,,,,,決算委員会,2,,
5469,,,,,日本医療研究開発機構,2,,
5470,,,,,防空識別圏,2,,
5471,,,,,攻勢,2,,
5472,,,,,防衛大学,2,,
5473,,,,,卒業生,2,,
5474,,,,,ベトナム戦争,2,,
5475,,,,,意識調査,2,,
5476,,,,,真正面,2,,
5477,,,,,新教育,2,,
5478,,,,,PT,2,,
5479,,,,,担任,2,,
5480,,,,,授業,2,,
5481,,,,,東条,2,,
5482,,,,,合議制,2,,
5483,,,,,神奈川県,2,,
5484,,,,,見た目,2,,
5485,,,,,模擬投票,2,,
5486,,,,,政治参加,2,,
5487,,,,,高等学校,2,,
5488,,,,,発行者,2,,
5489,,,,,慰安婦,2,,
5490,,,,,コストダウン,2,,
5491,,,,,認定農業者,2,,
5492,,,,,生計,2,,
5493,,,,,稲刈り,2,,
5494,,,,,ウルグアイ・ラウンド,2,,
5495,,,,,儀間,2,,
5496,,,,,産品,2,,
5497,,,,,日本食,2,,
5498,,,,,加工品,2,,
5499,,,,,自公連立政権,2,,
5500,,,,,いわゆるヘイトスピーチ,2,,
5501,,,,,内閣改造,2,,
5502,,,,,働く女性,2,,
5503,,,,,区切り,2,,
5504,,,,,経営環境,2,,
5505,,,,,臨時福祉給付金,2,,
5506,,,,,複数税率,2,,
5507,,,,,暫定的,2,,
5508,,,,,簡素な給付措置,2,,
5509,,,,,運用改善,2,,
5510,,,,,地権者,2,,
5511,,,,,標榜,2,,
5512,,,,,武装勢力,2,,
5513,,,,,宜野湾市長,2,,
5514,,,,,世界的,2,,
5515,,,,,副議長,2,,
5516,,,,,トップリーダー,2,,
5517,,,,,失業者,2,,
5518,,,,,公共職業訓練,2,,
5519,,,,,教育訓練給付,2,,
5520,,,,,二重,2,,
5521,,,,,議院運営委員会,2,,
5522,,,,,年度末,2,,
5523,,,,,公営企業,2,,
5524,,,,,二重行政,2,,
5525,,,,,電力自由化,2,,
5526,,,,,発送,2,,
5527,,,,,低価格,2,,
5528,,,,,事故対応,2,,
5529,,,,,限定容認,2,,
5530,,,,,海洋国家,2,,
5531,,,,,警戒区域,2,,
5532,,,,,広野町,2,,
5533,,,,,稲穂,2,,
5534,,,,,田村市,2,,
5535,,,,,川内村,2,,
5536,,,,,保健師,2,,
5537,,,,,東松島,2,,
5538,,,,,安部,2,,
5539,,,,,俊郎,2,,
5540,,,,,にぎわい,2,,
5541,,,,,三陸海岸,2,,
5542,,,,,仙台湾,2,,
5543,,,,,通り,2,,
5544,,,,,聖火ランナー,2,,
5545,,,,,桃源郷,2,,
5546,,,,,別世界,2,,
5547,,,,,東洋文化,2,,
5548,,,,,アレックス・カー,2,,
5549,,,,,徳島,2,,
5550,,,,,祖谷,2,,
5551,,,,,原風景,2,,
5552,,,,,鳴門の渦潮,2,,
5553,,,,,風光,2,,
5554,,,,,明媚,2,,
5555,,,,,徳島県,2,,
5556,,,,,免税店,2,,
5557,,,,,外国語,2,,
5558,,,,,名所旧跡,2,,
5559,,,,,懸け橋,2,,
5560,,,,,大山,2,,
5561,,,,,地ビール,2,,
5562,,,,,repeater,2,,
5563,,,,,名産,2,,
5564,,,,,全国区,2,,
5565,,,,,隠岐の海,2,,
5566,,,,,島根県海士町,2,,
5567,,,,,ロゴマーク,2,,
5568,,,,,都会,2,,
5569,,,,,未来のために,2,,
5570,,,,,発想の転換,2,,
5571,,,,,景色,2,,
5572,,,,,さざえ,2,,
5573,,,,,カレー,2,,
5574,,,,,ヒット,2,,
5575,,,,,ターン,2,,
5576,,,,,金融公庫,2,,
5577,,,,,新事業,2,,
5578,,,,,販路拡大,2,,
5579,,,,,山間,2,,
5580,,,,,トマト,2,,
5581,,,,,大人気,2,,
5582,,,,,商工会議所,2,,
5583,,,,,売り込み,2,,
5584,,,,,ブランド,2,,
5585,,,,,在日米軍再編,2,,
5586,,,,,翻弄,2,,
5587,,,,,団結,2,,
5588,,,,,再会,2,,
5589,,,,,ヒラリー,2,,
5590,,,,,教室,2,,
5591,,,,,閉塞感,2,,
5592,,,,,がんじがらめ,2,,
5593,,,,,水素ステーション,2,,
5594,,,,,福岡,2,,
5595,,,,,燃料電池自動車,2,,
5596,,,,,公教育,2,,
5597,,,,,都府県,2,,
5598,,,,,すり鉢,2,,
5599,,,,,谷間,2,,
5600,,,,,三河,2,,
5601,,,,,明治時代,2,,
5602,,,,,古橋,2,,
5603,,,,,六郎,2,,
5604,,,,,境遇,2,,
5605,,,,,山々,2,,
5606,,,,,水郷,2,,
5607,,,,,穀物,2,,
5608,,,,,野菜,2,,
5609,,,,,山村,2,,
5610,,,,,植林,2,,
5611,,,,,養蚕,2,,
5612,,,,,栽培,2,,
5613,,,,,かけ橋,2,,
5614,,,,,総務大臣,2,,
5615,,,,,地方自治,2,,
5616,,,,,創意,2,,
5617,,,,,協働,2,,
5618,,,,,介護保険事業計画,2,,
5619,,,,,顧客,2,,
5620,,,,,弱点,2,,
5621,,,,,撃ち方,2,,
5622,,,,,やめ,2,,
5623,,,,,感想,2,,
5624,,,,,記者,2,,
5625,,,,,朝日,2,,
5626,,,,,平壌,2,,
5627,,,,,渡辺,2,,
5628,,,,,母国,2,,
5629,,,,,一億人,2,,
5630,,,,,抽出,2,,
5631,,,,,直視,2,,
5632,,,,,共通点,2,,
5633,,,,,飲みで,2,,
5634,,,,,苦渋,2,,
5635,,,,,不動産,2,,
5636,,,,,スーパー公務員,2,,
5637,,,,,願い,2,,
5638,,,,,都市間,2,,
5639,,,,,アドバイス,2,,
5640,,,,,消費活動,2,,
5641,,,,,静粛,2,,
5642,,,,,萩市,2,,
5643,,,,,田園,2,,
5644,,,,,幹事長,2,,
5645,,,,,今夕,2,,
5646,,,,,ブリーフ,2,,
5647,,,,,収支報告書,2,,
5648,,,,,革マル派,2,,
5649,,,,,大幅増,2,,
5650,,,,,東芝,2,,
5651,,,,,中進,2,,
5652,,,,,支部,2,,
5653,,,,,外国籍,2,,
5654,,,,,国籍,2,,
5655,,,,,返金,2,,
5656,,,,,日本名,2,,
5657,,,,,改造,2,,
5658,,,,,公共の電波,2,,
5659,,,,,マインドチェンジ,2,,
5660,,,,,逆戻り,2,,
5661,,,,,議員定数の削減,2,,
5662,,,,,つき合い,2,,
5663,,,,,日本国籍,2,,
5664,,,,,実際問題,2,,
5665,,,,,強制的,2,,
5666,,,,,業界団体,2,,
5667,,,,,メン,2,,
5668,,,,,駆け込み,2,,
5669,,,,,相談員,2,,
5670,,,,,文章,2,,
5671,,,,,宋日昊,2,,
5672,,,,,家族会,2,,
5673,,,,,補償,2,,
5674,,,,,次世代の党,2,,
5675,,,,,重心,2,,
5676,,,,,敷地,2,,
5677,,,,,地下,2,,
5678,,,,,マグマ,2,,
5679,,,,,履歴,2,,
5680,,,,,搬出,2,,
5681,,,,,行政区,2,,
5682,,,,,服用,2,,
5683,,,,,距離,2,,
5684,,,,,社員募集,2,,
5685,,,,,意見聴取,2,,
5686,,,,,ステップ,2,,
5687,,,,,賃金格差,2,,
5688,,,,,均等,2,,
5689,,,,,有給休暇,2,,
5690,,,,,任免,2,,
5691,,,,,一元管理,2,,
5692,,,,,求職,2,,
5693,,,,,産学官,2,,
5694,,,,,労働者供給事業,2,,
5695,,,,,制限対象,2,,
5696,,,,,申し込み,2,,
5697,,,,,経済産業省,2,,
5698,,,,,若手,2,,
5699,,,,,不調,2,,
5700,,,,,後方,2,,
5701,,,,,優先課題推進枠,2,,
5702,,,,,地域密着,2,,
5703,,,,,立ち,2,,
5704,,,,,上げ,2,,
5705,,,,,特別委員会,2,,
5706,,,,,公会,2,,
5707,,,,,男女共同参画,2,,
5708,,,,,貿易交渉,2,,
5709,,,,,衰退,2,,
5710,,,,,空洞化,2,,
5711,,,,,道府県,2,,
5712,,,,,都市再生,2,,
5713,,,,,沿線,2,,
5714,,,,,周辺地域,2,,
5715,,,,,モデルケース,2,,
5716,,,,,販売農家,2,,
5717,,,,,エネルギー資源,2,,
5718,,,,,学術,2,,
5719,,,,,両院協議会,2,,
5720,,,,,いいんじゃない,2,,
5721,,,,,中山間地域,2,,
5722,,,,,涵養,2,,
5723,,,,,吸収,2,,
5724,,,,,木材,2,,
5725,,,,,森林,2,,
5726,,,,,国産材,2,,
5727,,,,,物理,2,,
5728,,,,,学賞,2,,
5729,,,,,要人,2,,
5730,,,,,中間,2,,
5731,,,,,日中高級事務レベル海洋協議,2,,
