,adj_cnt,adj_word,verb_cnt,verb_word,noun_cnt,noun_word,conjuction_cnt,conjuction_word
2,26.0,強い,64.0,られる,124,世界,66.0,そこで
3,21.0,新しい,61.0,守る,123,ルール,63.0,しかし
4,18.0,多い,60.0,示す,113,自由貿易,55.0,あるいは
5,17.0,粘り強い,60.0,言う,97,協定,48.0,例えば
6,16.0,大きい,53.0,向ける,92,交渉,21.0,及び
7,11.0,やすい,52.0,持つ,89,経済,19.0,つまり
8,10.0,力強い,50.0,つくる,83,年金,17.0,かつ
9,10.0,広い,48.0,いたす,82,自由,16.0,まずは
10,9.0,早い,42.0,取り組む,68,必要,13.0,実は
11,9.0,正しい,42.0,得る,67,お尋ね,12.0,一方
12,8.0,幅広い,39.0,しまう,66,今後,10.0,なお
13,8.0,難しい,37.0,含める,66,会談,9.0,ただ
14,7.0,温かい,37.0,つながる,61,国会,7.0,そもそも
15,7.0,にくい,34.0,いう,58,公正,5.0,したがって
16,7.0,望ましい,32.0,出る,57,結果,5.0,だからこそ
17,6.0,低い,31.0,おく,57,トランプ次期大統領,4.0,ただし
18,5.0,固い,30.0,述べる,56,中小企業,4.0,しかしながら
19,5.0,安い,30.0,作る,56,確保,4.0,では
20,4.0,ふさわしい,27.0,あり,55,意義,3.0,しかも
21,4.0,おいしい,25.0,下がる,55,状況,3.0,それでは
22,3.0,若い,25.0,やる,49,発言,3.0,じゃ
23,3.0,いち早い,24.0,目指す,48,大統領,3.0,それで
24,3.0,長い,24.0,変わる,47,輸出,2.0,よって
25,3.0,ひどい,23.0,働く,46,国内,2.0,でも
26,3.0,悪い,23.0,上げる,45,認識,2.0,ちなみに
27,2.0,よい,22.0,訴える,45,国々,2.0,又は
28,2.0,すばらしい,22.0,図る,44,対応,1.0,それとも
29,2.0,おかしい,22.0,続ける,44,利益,1.0,こうして
30,2.0,細かい,22.0,いける,43,実現,1.0,だから
31,2.0,忙しい,22.0,入る,43,制度,1.0,ゆえに
32,2.0,きめ細かい,22.0,上がる,43,将来,1.0,だからといって
33,1.0,底堅い,21.0,ござる,43,事実,1.0,それでも
34,1.0,明るい,21.0,見る,42,保護主義,1.0,ですから
35,1.0,尊い,20.0,取る,42,企業,1.0,すなわち
36,1.0,手厚い,19.0,踏まえる,42,現在,,
37,1.0,乏しい,19.0,いただける,42,首脳,,
38,1.0,よろしい,19.0,求める,40,意思,,
39,1.0,厚い,19.0,決める,40,考え,,
40,1.0,詳しい,17.0,受ける,39,参加,,
41,1.0,深い,16.0,果たす,39,国民,,
42,1.0,ありがたい,16.0,基づく,39,政策,,
43,1.0,うれしい,16.0,会う,39,法案,,
44,1.0,危うい,16.0,増える,39,意味,,
45,1.0,緩い,15.0,広がる,37,答弁,,
46,1.0,遅い,15.0,応じる,37,承認,,
47,1.0,軽い,15.0,進む,37,改革,,
48,1.0,弱い,15.0,出す,37,水準,,
49,1.0,痛い,15.0,開く,37,日米同盟,,
50,1.0,貧しい,15.0,違う,36,政府,,
51,1.0,美しい,14.0,当たる,36,手続,,
52,1.0,小さい,14.0,差し控える,36,関税,,
53,1.0,少ない,14.0,やめる,35,判断,,
54,1.0,毛頭ない,14.0,おっしゃる,35,いずれ,,
55,1.0,注意深い,13.0,努める,35,成長,,
56,1.0,濃い,13.0,及ぶ,35,地域,,
57,1.0,はかばかしい,13.0,立つ,35,理解,,
58,1.0,良い,13.0,合わせる,35,大変,,
59,1.0,激しい,13.0,変える,34,重要,,
60,1.0,難い,13.0,させる,34,私たち,,
61,,,13.0,超える,34,問題,,
62,,,13.0,結ぶ,34,共有,,
63,,,13.0,減る,34,農業,,
64,,,13.0,聞く,34,次第,,
65,,,13.0,食い止める,33,年度,,
66,,,12.0,引き続く,33,期待,,
67,,,12.0,働きかける,32,投資,,
68,,,12.0,行く,32,考え方,,
69,,,11.0,経る,32,貿易,,
70,,,11.0,つくり出す,31,指摘,,
71,,,11.0,起こる,31,見直し,,
72,,,11.0,資する,31,信頼,,
73,,,11.0,広げる,30,発信,,
74,,,11.0,分かる,30,拡大,,
75,,,11.0,与える,30,給付,,
76,,,11.0,含む,30,説明,,
77,,,10.0,生み出す,30,APEC,,
78,,,10.0,高める,30,調整,,
79,,,10.0,終わる,29,審議,,
80,,,10.0,もたらす,29,各国,,
81,,,10.0,もらう,29,支援,,
82,,,9.0,至る,29,発効,,
83,,,9.0,合う,28,質問,,
84,,,9.0,伝える,28,強化,,
85,,,9.0,答える,28,推進,,
86,,,9.0,くださる,28,法の支配,,
87,,,9.0,入れる,28,委員会,,
88,,,9.0,始める,27,課題,,
89,,,8.0,ぶれる,27,取組,,
90,,,8.0,持てる,27,出端,,
91,,,8.0,支える,27,世代,,
92,,,8.0,取りまとめる,26,環境,,
93,,,8.0,生じる,26,責任,,
94,,,8.0,先駆ける,26,承知,,
95,,,8.0,とどまる,26,アメリカ,,
96,,,8.0,挙げる,25,早期,,
97,,,8.0,下げる,25,負担,,
98,,,8.0,なす,25,構築,,
99,,,8.0,来る,25,か国,,
100,,,8.0,追いつく,25,確認,,
101,,,8.0,乗り越える,25,機会,,
102,,,8.0,担う,25,やり取り,,
103,,,8.0,控える,25,国益,,
104,,,8.0,なくなる,25,アジア太平洋地域,,
105,,,8.0,増やす,25,マクロ経済スライド,,
106,,,7.0,高まる,25,皆さん,,
107,,,7.0,かかわる,25,批准,,
108,,,7.0,お目にかかる,24,拍手,,
109,,,7.0,促す,24,平成,,
110,,,7.0,重ねる,24,賃金,,
111,,,7.0,かかる,24,全体,,
112,,,7.0,繰り返す,24,分野,,
113,,,7.0,講じる,24,消費者,,
114,,,7.0,話す,24,基礎年金,,
115,,,7.0,遂げる,23,議員,,
116,,,6.0,表す,23,お答え,,
117,,,6.0,通じる,23,平和,,
118,,,6.0,築く,23,トランプ,,
119,,,6.0,捉える,23,重要性,,
120,,,6.0,設ける,22,大臣,,
121,,,6.0,越える,22,役割,,
122,,,6.0,成り立つ,22,安定,,
123,,,6.0,加える,22,改定,,
124,,,6.0,置く,22,中国,,
125,,,6.0,使う,22,外交,,
126,,,6.0,乗る,22,先ほど,,
127,,,6.0,取り残す,21,適切,,
128,,,5.0,抑える,21,安全,,
129,,,5.0,引き下げる,21,価値,,
130,,,5.0,生まれる,21,輸入,,
131,,,5.0,増す,20,実施,,
132,,,5.0,異なる,20,大企業,,
133,,,5.0,たつ,20,情勢,,
134,,,5.0,定める,20,自衛隊,,
135,,,5.0,見据える,20,協力,,
136,,,5.0,下ろす,20,努力,,
137,,,5.0,認める,20,FTA,,
138,,,5.0,取り込む,20,蔓延,,
139,,,5.0,終える,19,影響,,
140,,,5.0,払う,19,再生,,
141,,,5.0,防ぐ,19,評価,,
142,,,5.0,呼ぶ,19,十分,,
143,,,5.0,賄う,19,改善,,
144,,,5.0,しれる,19,全て,,
145,,,5.0,失う,19,南スーダン,,
146,,,5.0,かみ合う,19,安全保障,,
147,,,5.0,済む,19,次期大統領,,
148,,,5.0,掛ける,19,チャンス,,
149,,,5.0,付く,19,発展,,
150,,,5.0,据える,19,一部,,
151,,,5.0,期す,19,お話,,
152,,,5.0,握る,18,予算,,
153,,,5.0,集まる,18,締結,,
154,,,4.0,掲げる,18,会合,,
155,,,4.0,盛り込む,18,信頼関係,,
156,,,4.0,つくり上げる,18,民主主義,,
157,,,4.0,見直す,18,大切,,
158,,,4.0,落ち着く,17,決算,,
159,,,4.0,伴う,17,内容,,
160,,,4.0,くれる,17,モデル,,
161,,,4.0,有する,17,国家,,
162,,,4.0,振る舞う,17,対策,,
163,,,4.0,及ぼす,17,財政,,
164,,,4.0,応える,17,整備,,
165,,,4.0,めぐる,17,段階,,
166,,,4.0,揺るぐ,17,明確,,
167,,,4.0,攻める,17,所得代替率,,
168,,,4.0,取れる,17,採決,,
169,,,4.0,生きる,16,懸念,,
170,,,4.0,言える,16,国際社会,,
171,,,4.0,とる,16,措置,,
172,,,4.0,用いる,16,中心,,
173,,,4.0,止める,16,先般,,
174,,,4.0,抜ける,16,高齢者,,
175,,,4.0,売る,16,国連,,
176,,,4.0,伸びる,16,ペルー,,
177,,,4.0,負う,16,経済圏,,
178,,,4.0,待つ,16,方々,,
179,,,4.0,向かう,16,主導,,
180,,,3.0,従う,15,メリット,,
181,,,3.0,頼る,15,可能,,
182,,,3.0,避ける,15,歳出,,
183,,,3.0,切り開く,15,目標,,
184,,,3.0,推し進める,15,社会保障,,
185,,,3.0,強いる,15,活用,,
186,,,3.0,準ずる,15,保護,,
187,,,3.0,整える,15,最大,,
188,,,3.0,刻む,15,規制,,
189,,,3.0,係る,15,生活,,
190,,,3.0,関わる,15,展開,,
191,,,3.0,陥る,15,活動,,
192,,,3.0,頑張る,15,誤解,,
193,,,3.0,妨げる,15,確信,,
194,,,3.0,深める,15,決定,,
195,,,3.0,受け取る,15,ニューヨーク,,
196,,,3.0,わかる,15,皆様,,
197,,,3.0,死ぬ,15,クリントン,,
198,,,3.0,決まる,15,財政検証,,
199,,,3.0,向き合う,15,お互い,,
200,,,3.0,削る,15,EU,,
201,,,3.0,見込む,15,早期発効,,
202,,,3.0,落ちる,14,目的,,
203,,,3.0,生かす,14,人々,,
204,,,3.0,始まる,14,他国,,
205,,,3.0,足る,14,堅持,,
206,,,3.0,揺らぐ,14,原則,,
207,,,3.0,裏切る,14,所得,,
208,,,3.0,知る,14,仕組み,,
209,,,3.0,崩れる,14,二十一世紀,,
210,,,3.0,なくす,14,基本,,
211,,,3.0,みる,14,解決,,
212,,,3.0,優れる,14,雰囲気,,
213,,,3.0,効く,14,現職,,
214,,,3.0,苦しむ,14,取引,,
215,,,3.0,書く,14,スタンダード,,
216,,,3.0,満たす,14,候補,,
217,,,3.0,相次ぐ,14,体制,,
218,,,3.0,走る,14,海外,,
219,,,3.0,取り組める,14,食品,,
220,,,3.0,造る,13,充実,,
221,,,3.0,学ぶ,13,成果,,
222,,,3.0,解く,13,決意,,
223,,,3.0,転じる,13,GDP,,
224,,,3.0,放つ,13,撤廃,,
225,,,2.0,立ち止まる,13,希望,,
226,,,2.0,つなげる,13,人達,,
227,,,2.0,過ぎる,13,適用,,
228,,,2.0,殺す,13,基本的,,
229,,,2.0,語る,13,一致,,
230,,,2.0,信じる,13,趣旨,,
231,,,2.0,深まる,13,観点,,
232,,,2.0,積み立てる,13,相手,,
233,,,2.0,たたえる,13,首脳会議,,
234,,,2.0,引き上げる,13,直接,,
235,,,2.0,培う,13,日中韓,,
236,,,2.0,取り上げる,13,オバマ大統領,,
237,,,2.0,差し支える,13,賃上げ,,
238,,,2.0,保つ,13,基軸,,
239,,,2.0,練る,13,普遍的価値,,
240,,,2.0,申し入れる,13,中身,,
241,,,2.0,有す,13,率直,,
242,,,2.0,報う,13,関心,,
243,,,2.0,ひるむ,12,年間,,
244,,,2.0,つかむ,12,レベル,,
245,,,2.0,繰り越す,12,表明,,
246,,,2.0,続く,12,始め,,
247,,,2.0,黙る,12,安倍内閣,,
248,,,2.0,来す,12,市場,,
249,,,2.0,減らす,12,リスク,,
250,,,2.0,なさる,12,労働者,,
251,,,2.0,戻す,12,安心,,
252,,,2.0,集める,12,仕事,,
253,,,2.0,たたく,12,治安,,
254,,,2.0,上回る,12,当時,,
255,,,2.0,支払う,12,ドナルド・トランプ,,
256,,,2.0,落ち込む,12,戦略的,,
257,,,2.0,損なう,12,訪問,,
258,,,2.0,寄る,12,開催,,
259,,,2.0,利する,12,経済的,,
260,,,2.0,しゃべる,12,個別,,
261,,,2.0,付ける,12,残念,,
262,,,2.0,移る,12,以外,,
263,,,2.0,見せる,12,経済連携協定,,
264,,,2.0,説く,12,前提,,
265,,,2.0,よこす,12,大切なこと,,
266,,,2.0,遭う,11,敬意,,
267,,,2.0,買う,11,立場,,
268,,,2.0,かなう,11,財政健全化,,
269,,,2.0,掛かる,11,着実,,
270,,,2.0,のっとる,11,計画,,
271,,,2.0,読む,11,分配,,
272,,,2.0,会える,11,雇用,,
273,,,2.0,よる,11,改正,,
274,,,2.0,課する,11,具体的,,
275,,,2.0,動き出す,11,減少,,
276,,,2.0,残る,11,意見交換,,
277,,,2.0,講ずる,11,平和条約,,
278,,,2.0,戻る,11,リーダー,,
279,,,2.0,切り取る,11,国際,,
280,,,2.0,かかれる,11,丁寧,,
281,,,2.0,でき上がる,11,物価,,
282,,,2.0,突っ込む,11,野党,,
283,,,2.0,臨む,11,議会,,
284,,,2.0,雇う,11,技術,,
285,,,2.0,作り上げる,10,反映,,
286,,,2.0,受け入れる,10,第二位,,
287,,,2.0,許す,10,変化,,
288,,,2.0,残す,10,パリ協定,,
289,,,2.0,比べる,10,限り,,
290,,,2.0,沿う,10,プライマリーバランス,,
291,,,1.0,担える,10,枠組み,,
292,,,1.0,貫く,10,機能,,
293,,,1.0,通れる,10,示し,,
294,,,1.0,抱える,10,安全性,,
295,,,1.0,引き渡す,10,能力,,
296,,,1.0,充てる,10,総合,,
297,,,1.0,埋める,10,成立,,
298,,,1.0,占める,10,具体,,
299,,,1.0,落とす,10,高位,,
300,,,1.0,開ける,10,そのため,,
301,,,1.0,要す,10,安倍政権,,
302,,,1.0,積む,10,保険料,,
303,,,1.0,付す,10,二人,,
304,,,1.0,招く,10,協議,,
305,,,1.0,かねる,10,首脳会談,,
306,,,1.0,尽くす,10,基礎,,
307,,,1.0,助ける,10,支持,,
308,,,1.0,押し付ける,10,電話会談,,
309,,,1.0,描く,10,知的財産,,
310,,,1.0,鑑みる,10,基本的人権,,
311,,,1.0,取り崩す,10,静か,,
312,,,1.0,繰り入れる,10,規律,,
313,,,1.0,照らす,10,人口,,
314,,,1.0,限る,10,発動,,
315,,,1.0,取り交わす,10,想定,,
316,,,1.0,欠かす,10,カット,,
317,,,1.0,遅れる,10,農家,,
318,,,1.0,携える,10,版図,,
319,,,1.0,暮らす,9,残余,,
320,,,1.0,問う,9,国務大臣,,
321,,,1.0,消す,9,登壇,,
322,,,1.0,ばらまく,9,結実,,
323,,,1.0,相入れる,9,加速,,
324,,,1.0,迎える,9,貢献,,
325,,,1.0,出遅れる,9,困難,,
326,,,1.0,遅らす,9,低所得,,
327,,,1.0,当てる,9,導入,,
328,,,1.0,踏み切れる,9,全力,,
329,,,1.0,成る,9,社会,,
330,,,1.0,見詰める,9,維持,,
331,,,1.0,立ち向かう,9,消費,,
332,,,1.0,とらわれる,9,発揮,,
333,,,1.0,おきる,9,批判,,
334,,,1.0,満ちる,9,関連,,
335,,,1.0,通る,9,意見,,
336,,,1.0,生む,9,要請,,
337,,,1.0,もつ,9,世界経済,,
338,,,1.0,暮らせる,9,プーチン大統領,,
339,,,1.0,蓄える,9,合意,,
340,,,1.0,受けとめる,9,戦後,,
341,,,1.0,困る,9,簡単,,
342,,,1.0,間違う,9,中堅,,
343,,,1.0,あおる,9,農業者,,
344,,,1.0,叫ぶ,9,大綱,,
345,,,1.0,込む,9,恩恵,,
346,,,1.0,ふえる,9,精力的,,
347,,,1.0,割り引く,9,先方,,
348,,,1.0,はじき出す,9,予断,,
349,,,1.0,割り戻す,9,方針,,
350,,,1.0,持ち越す,9,二国間,,
351,,,1.0,切りかえる,9,完了,,
352,,,1.0,差し引く,9,条件,,
353,,,1.0,引く,9,繰り返し,,
354,,,1.0,適す,9,品目,,
355,,,1.0,ふやす,9,バランス,,
356,,,1.0,行き過ぎる,9,名目,,
357,,,1.0,参る,9,施策,,
358,,,1.0,申し込む,9,賛成,,
359,,,1.0,くじく,9,全国,,
360,,,1.0,取り巻く,9,全区,,
361,,,1.0,会す,9,生産,,
362,,,1.0,飛ばす,9,豊か,,
363,,,1.0,やじる,9,ふう,,
364,,,1.0,立ち寄る,9,薬価,,
365,,,1.0,食う,9,有意義,,
366,,,1.0,聞こえる,9,基本的価値,,
367,,,1.0,まとめる,9,義務,,
368,,,1.0,着く,9,表示,,
369,,,1.0,明け暮れる,8,編成,,
370,,,1.0,辱める,8,進化,,
371,,,1.0,酌む,8,政権移行,,
372,,,1.0,損ねる,8,経済大国,,
373,,,1.0,押さえる,8,立法府,,
374,,,1.0,積み上げる,8,日本経済,,
375,,,1.0,書き込む,8,前年度,,
376,,,1.0,出せる,8,増加,,
377,,,1.0,閉ざす,8,検討,,
378,,,1.0,諦める,8,発生,,
379,,,1.0,示し合わす,8,ポイント,,
380,,,1.0,行き渡る,8,向上,,
381,,,1.0,化す,8,動き,,
382,,,1.0,帰る,8,労働,,
383,,,1.0,納める,8,範囲,,
384,,,1.0,向く,8,運営,,
385,,,1.0,差し出す,8,スタート,,
386,,,1.0,待ち望む,8,PKO,,
387,,,1.0,そがれる,8,資料,,
388,,,1.0,遡る,8,条文,,
389,,,1.0,表する,8,首相,,
390,,,1.0,配る,8,一貫,,
391,,,1.0,尊ぶ,8,地方,,
392,,,1.0,強める,8,大統領選挙,,
393,,,1.0,反す,8,署名,,
394,,,1.0,遅らせる,8,法的,,
395,,,1.0,空く,8,競争,,
396,,,1.0,代わる,8,海外展開,,
397,,,1.0,捨てる,8,関税撤廃,,
398,,,1.0,収める,8,非常,,
399,,,1.0,寄り添う,8,紹介,,
400,,,1.0,役立てる,8,政権,,
401,,,1.0,出回る,8,姿勢,,
402,,,1.0,接す,8,サプライチェーン,,
403,,,1.0,起きる,8,働きかけ,,
404,,,1.0,付け加える,8,農林水産業,,
405,,,1.0,行える,8,敗訴,,
406,,,1.0,ちゃう,8,機運,,
407,,,1.0,おくれる,7,審査,,
408,,,1.0,覚える,7,自由民主主義,,
409,,,1.0,守れる,7,最大限,,
410,,,1.0,達す,7,黒字化,,
411,,,1.0,改める,7,歳入,,
412,,,1.0,伺う,7,効率化,,
413,,,1.0,もらえる,7,達成,,
414,,,1.0,隠れる,7,一億総活躍社会,,
415,,,1.0,戻れる,7,教育,,
416,,,1.0,呼びかける,7,未来,,
417,,,1.0,慎む,7,世帯,,
418,,,1.0,放り込む,7,基準,,
419,,,1.0,帰れる,7,構成,,
420,,,1.0,見付ける,7,均てん,,
421,,,1.0,選ぶ,7,上昇,,
422,,,1.0,やってくる,7,格差,,
423,,,1.0,携わる,7,選択,,
424,,,1.0,受け止める,7,派遣,,
425,,,1.0,広める,7,現役,,
426,,,1.0,届ける,7,配慮,,
427,,,1.0,売れる,7,部分,,
428,,,1.0,動く,7,現実,,
429,,,1.0,手控える,7,補正予算,,
430,,,1.0,誇る,7,原子力,,
431,,,1.0,勝てる,7,出席,,
432,,,1.0,調べる,7,日ロ,,
433,,,1.0,立ち上がる,7,私自身,,
434,,,1.0,作り出す,7,年内,,
435,,,1.0,盗む,7,適正化,,
436,,,1.0,作れる,7,活躍,,
437,,,1.0,先立つ,7,基盤,,
438,,,1.0,したう,7,妥結,,
439,,,1.0,やり合う,7,緊密,,
440,,,1.0,くつろぐ,7,連携,,
441,,,1.0,差す,7,要望,,
442,,,1.0,勝つ,7,公表,,
443,,,1.0,利く,7,陣営,,
444,,,1.0,ほかなる,7,リーダーシップ,,
445,,,1.0,打つ,7,完全,,
446,,,1.0,取り出す,7,終了,,
447,,,1.0,とどめる,7,国有企業,,
448,,,1.0,泳ぐ,7,同士,,
449,,,1.0,見える,7,同盟,,
450,,,1.0,熟す,7,変更,,
451,,,1.0,委ねる,7,コメント,,
452,,,1.0,くくる,7,期間,,
453,,,1.0,打ち解ける,7,低下,,
454,,,1.0,奪う,7,岩場,,
455,,,1.0,並ぶ,7,相対的貧困率,,
456,,,1.0,触れる,7,政治,,
457,,,1.0,切り捨てる,7,決め,,
458,,,1.0,ひずむ,7,加入,,
459,,,1.0,起こす,7,購買力,,
460,,,1.0,がる,7,数値,,
461,,,1.0,固める,7,戦略,,
462,,,1.0,届く,7,側面,,
463,,,1.0,座る,7,選挙,,
464,,,1.0,伝わる,7,効果,,
465,,,1.0,またがる,7,人権,,
466,,,1.0,要する,7,経済成長,,
467,,,1.0,交わす,7,牛肉,,
468,,,1.0,踏み出す,6,執行,,
469,,,1.0,強まる,6,従来,,
470,,,1.0,押し上げる,6,報告,,
471,,,1.0,位置付ける,6,通商交渉,,
472,,,1.0,備える,6,動揺,,
473,,,1.0,即す,6,自ら,,
474,,,,,6,速やか,,
475,,,,,6,策定,,
476,,,,,6,税収,,
477,,,,,6,重点,,
478,,,,,6,平均,,
479,,,,,6,勘定,,
480,,,,,6,継続,,
481,,,,,6,財源,,
482,,,,,6,少子高齢化,,
483,,,,,6,子供,,
484,,,,,6,過程,,
485,,,,,6,昨年,,
486,,,,,6,見通し,,
487,,,,,6,収益,,
488,,,,,6,子育て,,
489,,,,,6,保育士,,
490,,,,,6,政権交代,,
491,,,,,6,経験,,
492,,,,,6,公平,,
493,,,,,6,不安,,
494,,,,,6,加盟,,
495,,,,,6,独立,,
496,,,,,6,一番,,
497,,,,,6,武力紛争,,
498,,,,,6,ジュバ,,
499,,,,,6,報告書,,
500,,,,,6,邦人,,
501,,,,,6,主張,,
502,,,,,6,積立,,
503,,,,,6,ODA,,
504,,,,,6,運用,,
505,,,,,6,最終,,
506,,,,,6,科学,,
507,,,,,6,地元,,
508,,,,,6,米国大統領,,
509,,,,,6,非公式,,
510,,,,,6,テーマ,,
511,,,,,6,前進,,
512,,,,,6,周年,,
513,,,,,6,訪日,,
514,,,,,6,両国,,
515,,,,,6,指導,,
516,,,,,6,台頭,,
517,,,,,6,そのもの,,
518,,,,,6,注目,,
519,,,,,6,何回,,
520,,,,,6,双方,,
521,,,,,6,オバマ政権,,
522,,,,,6,交換,,
523,,,,,6,電子商取引,,
524,,,,,6,要素,,
525,,,,,6,予定,,
526,,,,,6,ベトナム,,
527,,,,,6,権利,,
528,,,,,6,ニュージーランド,,
529,,,,,6,WTO,,
530,,,,,6,合理,,
531,,,,,6,国会決議,,
532,,,,,6,設計,,
533,,,,,6,その間,,
534,,,,,6,反対,,
535,,,,,6,計算,,
536,,,,,6,価格,,
537,,,,,6,柚木,,
538,,,,,6,大体,,
539,,,,,6,個人,,
540,,,,,6,以来,,
541,,,,,6,万全,,
542,,,,,6,二つ,,
543,,,,,6,同盟関係,,
544,,,,,6,就任,,
545,,,,,6,オーストラリア,,
546,,,,,6,今日,,
547,,,,,6,事業者,,
548,,,,,6,対象,,
549,,,,,6,体質,,
550,,,,,6,津々浦々,,
551,,,,,6,被災地,,
552,,,,,6,大筋合意,,
553,,,,,6,きずな,,
554,,,,,6,トヨタ,,
555,,,,,6,自動車産業,,
556,,,,,6,現時点,,
557,,,,,6,是非,,
558,,,,,6,ハードル,,
559,,,,,6,牽引,,
560,,,,,5,麻生太郎,,
561,,,,,5,理念,,
562,,,,,5,作業,,
563,,,,,5,迅速,,
564,,,,,5,徹底的,,
565,,,,,5,基本方針,,
566,,,,,5,目標達成,,
567,,,,,5,追加,,
568,,,,,5,一体,,
569,,,,,5,比較,,
570,,,,,5,中長期的,,
571,,,,,5,剰余金,,
572,,,,,5,受給,,
573,,,,,5,循環,,
574,,,,,5,享受,,
575,,,,,5,働き方改革,,
576,,,,,5,画素,,
577,,,,,5,処遇,,
578,,,,,5,是正,,
579,,,,,5,視点,,
580,,,,,5,一定,,
581,,,,,5,相当,,
582,,,,,5,支え,,
583,,,,,5,十月,,
584,,,,,5,極め手,,
585,,,,,5,部隊,,
586,,,,,5,理由,,
587,,,,,5,確立,,
588,,,,,5,他方,,
589,,,,,5,正確,,
590,,,,,5,事態,,
591,,,,,5,訓練,,
592,,,,,5,代表,,
593,,,,,5,日程,,
594,,,,,5,有馬線,,
595,,,,,5,繁栄,,
596,,,,,5,当初,,
597,,,,,5,次期,,
598,,,,,5,アルゼンチン,,
599,,,,,5,アジア太平洋,,
600,,,,,5,受け手,,
601,,,,,5,同盟国,,
602,,,,,5,総理大臣,,
603,,,,,5,マイナス,,
604,,,,,5,リマ,,
605,,,,,5,固定,,
606,,,,,5,会議,,
607,,,,,5,政権移行チーム,,
608,,,,,5,国務長官,,
609,,,,,5,メッセージ,,
610,,,,,5,当選,,
611,,,,,5,高齢,,
612,,,,,5,形成,,
613,,,,,5,福島,,
614,,,,,5,促進,,
615,,,,,5,食の安全,,
616,,,,,5,侵害,,
617,,,,,5,規定,,
618,,,,,5,産業,,
619,,,,,5,相談,,
620,,,,,5,例外,,
621,,,,,5,セーフガード,,
622,,,,,5,獲得,,
623,,,,,5,保険,,
624,,,,,5,国民年金,,
625,,,,,5,動向,,
626,,,,,5,ケース,,
627,,,,,5,三年,,
628,,,,,5,流れ,,
629,,,,,5,人口減少,,
630,,,,,5,最初,,
631,,,,,5,委員長,,
632,,,,,5,数字,,
633,,,,,5,建設,,
634,,,,,5,である,,
635,,,,,5,寄与,,
636,,,,,5,全般,,
637,,,,,5,表現,,
638,,,,,5,蓮舫,,
639,,,,,5,日米関係,,
640,,,,,5,発表,,
641,,,,,5,トランプ大統領,,
642,,,,,5,知財,,
643,,,,,5,同様,,
644,,,,,5,模倣品,,
645,,,,,5,下請,,
646,,,,,5,慣行,,
647,,,,,5,画期的,,
648,,,,,5,新薬,,
649,,,,,5,収載,,
650,,,,,5,作り,,
651,,,,,5,農林水産,,
652,,,,,5,抜本的,,
653,,,,,5,工業製品,,
654,,,,,5,進出,,
655,,,,,5,後押し,,
656,,,,,5,弁護士,,
657,,,,,5,先進国,,
658,,,,,5,被害,,
659,,,,,5,刺激,,
660,,,,,5,並び,,
661,,,,,5,巨大,,
662,,,,,5,ドイツ,,
663,,,,,5,戦時加算,,
664,,,,,4,用意,,
665,,,,,4,深刻,,
666,,,,,4,指針,,
667,,,,,4,進め方,,
668,,,,,4,赤字,,
669,,,,,4,半減,,
670,,,,,4,見込み,,
671,,,,,4,実質,,
672,,,,,4,伸び,,
673,,,,,4,デフレ脱却,,
674,,,,,4,確定,,
675,,,,,4,若者,,
676,,,,,4,人材,,
677,,,,,4,育成,,
678,,,,,4,軽減,,
679,,,,,4,今般,,
680,,,,,4,利用,,
681,,,,,4,経済の好循環,,
682,,,,,4,保育,,
683,,,,,4,防止,,
684,,,,,4,長時間労働,,
685,,,,,4,提出,,
686,,,,,4,意欲,,
687,,,,,4,積極,,
688,,,,,4,注視,,
689,,,,,4,設定,,
690,,,,,4,程度,,
691,,,,,4,持続,,
692,,,,,4,撤回,,
693,,,,,4,福祉,,
694,,,,,4,組織,,
695,,,,,4,存在,,
696,,,,,4,注視する必要,,
697,,,,,4,行動,,
698,,,,,4,可能性,,
699,,,,,4,直面,,
700,,,,,4,感謝,,
701,,,,,4,高い評価,,
702,,,,,4,緊張感,,
703,,,,,4,ちゅうちょ,,
704,,,,,4,特別会計,,
705,,,,,4,使用,,
706,,,,,4,対処,,
707,,,,,4,民間,,
708,,,,,4,開発,,
709,,,,,4,抜本,,
710,,,,,4,本年,,
711,,,,,4,原発,,
712,,,,,4,人事,,
713,,,,,4,多忙,,
714,,,,,4,下方,,
715,,,,,4,太平洋,,
716,,,,,4,習近平,,
717,,,,,4,経済協力,,
718,,,,,4,日中関係,,
719,,,,,4,サミット,,
720,,,,,4,文脈,,
721,,,,,4,俯瞰,,
722,,,,,4,高まり,,
723,,,,,4,人間,,
724,,,,,4,輸出企業,,
725,,,,,4,波及,,
726,,,,,4,南シナ海,,
727,,,,,4,背景,,
728,,,,,4,次期政権,,
729,,,,,4,ASEAN,,
730,,,,,4,表敬,,
731,,,,,4,印象,,
732,,,,,4,一切,,
733,,,,,4,時期,,
734,,,,,4,遊説,,
735,,,,,4,プレゼント,,
736,,,,,4,サービス,,
737,,,,,4,前方,,
738,,,,,4,最中,,
739,,,,,4,普遍,,
740,,,,,4,北方四島,,
741,,,,,4,言及,,
742,,,,,4,十二月,,
743,,,,,4,日露首脳会談,,
744,,,,,4,拡散,,
745,,,,,4,追求,,
746,,,,,4,合致,,
747,,,,,4,石原伸晃,,
748,,,,,4,衆議院,,
749,,,,,4,今年,,
750,,,,,4,多国籍企業,,
751,,,,,4,正当,,
752,,,,,4,事柄,,
